,year,title,genre,avg_vote,movie_rating
1514,2005,Fink!,Action,3.6,okay
1515,2005,En folkefiende,Drama,5.2,okay
1516,2005,Import-eksport,"Comedy, Drama",5.5,okay
1517,2005,Het paard van Sinterklaas,"Drama, Family",7.0,good
1519,2005,The F Word,Drama,6.5,good
1523,2005,Keine Lieder über Liebe,"Drama, Music, Romance",6.5,good
1524,2005,"Let Us Go and Burn Her Body; Or, The Devil Done Let","Fantasy, Horror, Mystery",1.7,bad
1526,2005,Sins,"Drama, Romance",4.3,okay
1528,2005,Stadt als Beute,Drama,4.9,okay
1533,2005,Alla luce del sole,"Crime, Drama",7.1,good
1534,2005,Bunty Aur Babli,"Comedy, Drama, Romance",6.2,good
1535,2005,Kochi Rajavu,"Action, Comedy, Crime",5.9,okay
1538,2005,Zozo,"Drama, Family, War",6.6,good
1539,2005,Een ander zijn geluk,Drama,6.1,good
1541,2005,Camarón,"Biography, Drama, Musical",6.1,good
1543,2005,Maraton,"Biography, Drama, Sport",7.7,good
1544,2005,Oechul,"Drama, Romance",6.7,good
1545,2005,Pasongsong gyerantak,"Comedy, Drama",5.8,okay
1546,2005,Redeu-ai,Horror,4.8,okay
1547,2005,Finger Print,"Crime, Mystery, Thriller",4.7,okay
1549,2005,Ordinary Man,Thriller,6.4,good
1551,2005,American Fusion,"Comedy, Romance",5.7,okay
1552,2005,Chicken Tikka Masala,"Comedy, Drama, Romance",5.6,okay
1554,2005,Es ist ein Elch entsprungen,"Comedy, Family, Fantasy",4.8,okay
1556,2005,London,"Drama, Romance",6.5,good
1557,2005,Lost in Plainview,"Action, Thriller",4.2,okay
1558,2005,Dominion: Prequel to the Exorcist,"Drama, Horror, Thriller",5.2,okay
1560,2005,15 Park Avenue,Drama,7.1,good
1562,2005,Dosti: Friends Forever,"Drama, Romance",5.5,okay
1564,2005,Lucky: No Time for Love,"Musical, Drama, Romance",4.7,okay
1565,2005,Shaadi No. 1,Comedy,3.5,okay
1567,2005,Zameer,"Drama, Romance",2.9,bad
1569,2005,Purple Heart,"Action, Drama, Thriller",5.2,okay
1570,2005,"Dishab babato didam, Aida",Drama,5.7,okay
1571,2005,Bang Bang Orangutang,Drama,4.9,okay
1572,2005,P,"Drama, Horror",5.1,okay
1573,2005,Ryna,Drama,7.0,good
1574,2005,Ayya,"Drama, Romance",5.7,okay
1576,2005,Chandramukhi,"Action, Comedy, Fantasy",7.0,good
1577,2005,Chehraa,Thriller,3.8,okay
1578,2005,Ghajini,"Action, Drama, Mystery",7.5,good
1581,2005,Ot 180 i vyshe,Comedy,5.5,okay
1582,2005,Qing ren jie,"Drama, Romance",6.8,good
1584,2005,Salad-e fasl,"Crime, Drama, Romance",5.2,okay
1586,2005,Statskiy sovetnik,"Drama, Crime",7.1,good
1588,2005,24/7: The Passion of Life,Drama,4.3,okay
1590,2005,GamerZ,"Comedy, Fantasy",5.9,okay
1591,2005,Hostel,Horror,5.9,okay
1594,2005,Love,"Drama, Thriller",6.5,good
1595,2005,Puzzlehead,"Drama, Sci-Fi",5.6,okay
1596,2005,Gilane,"Drama, War",6.8,good
1598,2005,Italyanets,Drama,7.5,good
1599,2005,Odete,Drama,5.8,okay
1602,2005,Je vous trouve très beau,"Comedy, Romance",6.7,good
1606,2005,15 días contigo,"Comedy, Drama",6.9,good
1608,2005,Boss'n Up,"Musical, Drama",4.7,okay
1609,2005,Chakushin ari 2,"Horror, Mystery",5.4,okay
1611,2005,The Derby Stallion,Drama,5.6,okay
1612,2005,Frankenstein vs. the Creature from Blood Cove,Horror,3.9,okay
1613,2005,The Gospel,"Drama, Music",4.9,okay
1614,2005,A Halfway House Christmas,Comedy,4.1,okay
1615,2005,Insecticidal,"Horror, Thriller",3.2,okay
1616,2005,Chinjeolhan geumjassi,"Crime, Drama, Thriller",7.6,good
1617,2005,The Land of College Prophets,"Action, Fantasy, Horror",3.3,okay
1619,2005,Mezon do Himiko,Drama,7.0,good
1620,2005,Moussaka & Chips,Adventure,7.2,good
1623,2005,Aunt Rose,Horror,3.8,okay
1624,2005,Pistvakt,"Comedy, Drama, Family",5.3,okay
1630,2005,The Toybox,"Horror, Mystery, Thriller",3.8,okay
1631,2005,Tryst,"Drama, Thriller",4.0,okay
1632,2005,Within,"Drama, Horror, Mystery",2.8,bad
1634,2005,Apaharan,"Action, Crime, Drama",7.4,good
1635,2005,Bachke Rehna Re Baba,Comedy,2.7,bad
1636,2005,Camping sauvage,Drama,5.4,okay
1637,2005,Hana to hebi 2: Pari/Shizuko,Drama,5.7,okay
1638,2005,Imaginum,"Animation, Family, Fantasy",4.6,okay
1639,2005,Kyon Ki...,"Drama, Romance",5.5,okay
1640,2005,Maine Pyaar Kyun Kiya,"Comedy, Drama, Romance",5.5,okay
1641,2005,My Wife's Murder,"Drama, Mystery, Thriller",6.2,good
1642,2005,Naisu no mori: The First Contact,Comedy,6.8,good
1643,2005,No Entry,"Comedy, Drama, Musical",6.6,good
1644,2005,Otoko-tachi no Yamato,"Drama, History, War",6.5,good
1645,2005,Paheli,"Drama, Fantasy, Romance",6.5,good
1646,2005,Socha Na Tha,"Romance, Comedy",7.5,good
1647,2005,Tôkyô zonbi,"Action, Comedy, Horror",6.0,okay
1648,2005,El violín,"Drama, Music",7.7,good
1649,2005,Zeher,"Crime, Drama, Mystery",5.4,okay
1650,2005,Actress Apocalypse,"Comedy, Horror",5.6,okay
1653,2005,Kocken,Drama,5.7,okay
1654,2005,Die Viertelliterklasse,"Comedy, Drama",6.8,good
1655,2005,Balkanska braca,"Comedy, Drama",5.6,okay
1658,2005,Ah sou,"Crime, Drama",4.6,okay
1661,2005,Cheaper by the Dozen 2,"Adventure, Comedy, Family",5.5,okay
1665,2005,Jolly Roger: Massacre at Cutter's Cove,Horror,3.2,okay
1668,2005,One Last Thing...,"Comedy, Drama",6.6,good
1669,2005,Pterodactyl,"Action, Adventure, Horror",3.1,okay
1670,2005,Race You to the Bottom,"Drama, Romance",5.0,okay
1675,2005,Never Been Thawed,Comedy,6.0,okay
1676,2005,Um Lobisomem na Amazônia,"Comedy, Horror",4.2,okay
1677,2005,La febbre,Comedy,6.4,good
1680,2005,Venner for livet,"Family, Drama",5.8,okay
1681,2005,AV,"Comedy, Drama, Romance",6.8,good
1682,2005,Athu Oru Kanaa Kaalam,Romance,4.6,okay
1684,2005,B-hyeong namja chingu,"Comedy, Romance",5.7,okay
1685,2005,Can This Be Love,"Comedy, Romance",5.6,okay
1686,2005,Dubai,"Drama, Romance",6.0,okay
1687,2005,Elsa y Fred,"Comedy, Drama, Romance",7.6,good
1688,2005,Hau bei tim sum,Romance,6.5,good
1689,2005,"Jeni, Juno",Comedy,6.4,good
1690,2005,Kidari ajeossi,"Comedy, Drama, Romance",6.4,good
1691,2005,Mongjunggi 2,Comedy,4.7,okay
1692,2005,Priyasakhi,"Drama, Family, Romance",4.6,okay
1693,2005,Raam,"Action, Drama, Mystery",7.8,good
1695,2005,Sachein,"Comedy, Drama, Romance",6.9,good
1696,2005,FC Venus,"Comedy, Romance, Sport",5.6,okay
1697,2005,Dievu miskas,"Biography, Drama, War",7.8,good
1699,2005,Naboer,"Horror, Mystery, Thriller",6.5,good
1700,2005,Sengoku jieitai 1549,"Action, Sci-Fi",5.1,okay
1701,2005,Valo,"Biography, Drama, Family",5.4,okay
1702,2005,Among Brothers,"Drama, Thriller, Crime",5.6,okay
1706,2005,Home Invasion,"Action, Crime, Thriller",3.2,okay
1708,2005,Night Fangs,"Horror, Thriller",3.6,okay
1709,2005,Night People,Drama,5.4,okay
1711,2005,Scar,Horror,3.3,okay
1712,2005,7 1/2 Phere: More Than a Wedding,"Comedy, Drama",5.4,okay
1713,2005,Garam Masala,"Comedy, Romance",6.7,good
1714,2005,Iqbal,"Drama, Sport",8.1,good
1715,2005,Kuchh Meetha Ho Jaye,"Comedy, Romance",3.4,okay
1716,2005,Yakeen,"Drama, Thriller",5.1,okay
1720,2005,Fîmeiru,Drama,5.8,okay
1721,2005,Maha'lai muang rae,"Biography, Comedy, Drama",8.1,good
1723,2005,Sakigake!! Kuromati Kôkô: The Movie,Comedy,6.1,good
1724,2005,Antarmahal: Views of the Inner Chamber,Drama,7.1,good
1727,2005,Chocolate: Deep Dark Secrets,"Crime, Drama, Mystery",4.8,okay
1728,2005,'D',"Crime, Drama, Thriller",6.8,good
1730,2005,Maine Gandhi Ko Nahin Mara,Drama,7.4,good
1732,2005,Banyu Biru,Drama,6.3,good
1735,2005,Bloodshed,"Horror, Thriller",3.2,okay
1736,2005,Bubble,"Crime, Drama, Mystery",6.6,good
1737,2005,Come as You Are,Comedy,2.7,bad
1743,2005,Liebes Spiel,Drama,6.1,good
1746,2005,Lost and Found,"Animation, Drama",6.2,good
1747,2005,Night of the Dog,"Adventure, Comedy, Romance",6.9,good
1748,2005,Ru guo · Ai,"Drama, Musical, Romance",6.8,good
1749,2005,Polly Blue Eyes,"Comedy, Crime, Romance",5.9,okay
1757,2005,Aislados,Comedy,6.5,good
1758,2005,L'anniversaire,Comedy,5.1,okay
1759,2005,H6: Diario de un asesino,"Crime, Horror, Thriller",4.5,okay
1760,2005,Han cheng gong lüe,"Drama, Comedy, Action",5.6,okay
1761,2005,Gin gwai 10,"Comedy, Horror",4.7,okay
1762,2005,Kirikou et les bêtes sauvages,"Animation, Adventure, Fami",6.6,good
1763,2005,Saam cha hau,"Action, Crime",5.9,okay
1764,2005,29th and Gay,Comedy,5.0,okay
1765,2005,Aaru,"Action, Thriller",5.6,okay
1768,2005,The Final Patient,"Horror, Thriller",4.2,okay
1771,2005,In za pûru,Comedy,6.8,good
1772,2005,Kame wa igai to hayaku oyogu,Comedy,6.6,good
1773,2005,Kanaa Kanden,"Romance, Thriller",6.7,good
1777,2005,Nuvvostanante Nenoddantana,Romance,7.7,good
1779,2005,Semishigure,"Drama, Romance",7.1,good
1780,2005,Sivakasi,"Action, Drama",5.2,okay
1785,2005,The American Ruling Class,"Comedy, Music",6.9,good
1786,2005,Conventioneers,"Comedy, Romance",5.9,okay
1793,2005,Nightmare,"Horror, Thriller",5.1,okay
1796,2005,Raving Maniacs,Horror,3.8,okay
1797,2005,The Sobbing Stone,Mystery,1.4,bad
1803,2005,O Coronel e o Lobisomem,Comedy,5.9,okay
1804,2005,Densha otoko,"Comedy, Romance",6.6,good
1807,2005,Moartea domnului Lãzãrescu,"Comedy, Drama",7.9,good
1808,2005,Salaam Namaste,"Comedy, Drama, Romance",6.2,good
1809,2005,L'enfant,"Crime, Drama, Romance",7.5,good
1812,2005,Hwal,"Drama, Romance",7.2,good
1814,2005,Kyaa Kool Hai Hum,"Comedy, Mystery",6.1,good
1815,2005,Malas temporadas,Drama,6.3,good
1816,2005,Mr Ya Miss,"Comedy, Fantasy",3.6,okay
1818,2005,Nazar,Thriller,4.1,okay
1819,2005,Rinne,"Horror, Mystery",6.2,good
1820,2005,Qing hong,Drama,7.0,good
1822,2005,Yume no naka e,"Comedy, Drama",6.4,good
1823,2005,About Love,Romance,6.4,good
1824,2005,Bashing,Drama,6.9,good
1825,2005,Kamyu nante shiranai,Drama,6.9,good
1826,2005,Cidade Baixa,Drama,6.6,good
1827,2005,Dalkomhan insaeng,"Action, Drama",7.6,good
1828,2005,Fin de curso,Comedy,4.1,okay
1829,2005,Harrys döttrar,Drama,5.9,okay
1831,2005,Jambok-geunmu,"Action, Comedy, Crime",6.3,good
1832,2005,Jo sok,"Drama, Romance",6.6,good
1833,2005,Jumeogi unda,"Action, Drama, Sport",7.3,good
1835,2005,Mais Uma Vez Amor,"Romance, Comedy",5.6,okay
1836,2005,Muzhskoy sezon. Barkhatnaya revolyutsiya,"Action, Crime, Drama",3.2,okay
1837,2005,A Máquina,"Comedy, Drama, Romance",7.5,good
1838,2005,Sal de Prata,Drama,5.2,okay
1839,2005,Shou shen,"Crime, Mystery, Thriller",5.0,okay
1840,2005,Um Tiro no Escuro,"Crime, Thriller, Drama",6.3,good
1851,2005,The Hole Story,Comedy,5.6,okay
1852,2005,Jai Chiranjeeva,"Action, Comedy, Drama",5.8,okay
1854,2005,Play,"Drama, Romance",6.4,good
1855,2005,The Reception,"Comedy, Drama, Romance",5.8,okay
1856,2005,Il ritorno del Monnezza,Comedy,3.7,okay
1857,2005,Sheng si jie,Drama,6.5,good
1858,2005,Silent Partner,"Action, Crime",4.6,okay
1864,2005,The Work and the Glory II: American Zion,"Drama, Western",6.6,good
1867,2005,Bôkoku no îjisu,"Action, Drama, Thriller",5.5,okay
1869,2005,The Blue Umbrella,"Comedy, Drama, Family",7.6,good
1870,2005,Ek Ajnabee,"Action, Crime, Drama",5.2,okay
1873,2005,Home Delivery: Aapko... Ghar Tak,"Comedy, Romance",3.2,okay
1875,2005,Nishijapon,Drama,7.1,good
1877,2005,Quanto Vale Ou É Por Quilo?,Drama,7.2,good
1879,2005,Thambi,"Drama, Thriller",6.0,okay
1880,2005,Ullam Ketkumae,Romance,7.1,good
1888,2005,Soldier of God,Drama,4.6,okay
1891,2005,Alice,Drama,7.4,good
1894,2005,La vie avec mon père,"Comedy, Drama",6.6,good
1895,2005,Gie,"Biography, Drama",7.6,good
1896,2005,The Great Ecstasy of Robert Carmichael,"Crime, Drama",4.8,okay
1899,2005,Pitbull,"Action, Crime, Drama",7.0,good
1901,2005,Thotti Jaya,Thriller,5.9,okay
1902,2005,Zui hao de shi guang,"Drama, Romance",7.0,good
1903,2005,Kilomètre zéro,"Comedy, Drama, War",6.1,good
1904,2005,Ashura-jô no hitomi,"Action, Fantasy",5.9,okay
1907,2005,Lifting de corazón,"Comedy, Drama, Romance",5.8,okay
1908,2005,Pervye na Lune,"Mystery, Sci-Fi",6.8,good
1911,2005,Paréntesis,Drama,6.7,good
1914,2005,Athbhutha Dweepu,"Adventure, Comedy, Fantasy",5.3,okay
1915,2005,L'audition,Drama,7.0,good
1917,2005,Eilandgasten,Drama,5.8,okay
1918,2005,Eminescu versus Eminem,Comedy,6.7,good
1919,2005,Fix Alert,"Action, Drama",6.4,good
1924,2005,Maurice Richard,"Biography, Drama, Sport",7.6,good
1925,2005,Popsa,"Drama, Musical",6.2,good
1926,2005,Rappakal,"Comedy, Drama",7.1,good
1929,2005,Udayon,"Action, Drama, Family",4.3,okay
1933,2005,Blush,"Drama, Music, Romance",7.0,good
1936,2005,Crash Test Dummies,"Comedy, Drama",6.4,good
1939,2005,The Eyes of Van Gogh,"Biography, Drama",6.2,good
1943,2005,Frankenstein Reborn,"Horror, Sci-Fi, Thriller",3.2,okay
1948,2005,Kûchû teien,Drama,7.2,good
1952,2005,Oktoberfest,Crime,6.1,good
1953,2005,Opa!,"Comedy, Romance",5.9,okay
1954,2005,Pervert!,"Comedy, Horror",4.5,okay
1962,2005,Les états-Unis d'Albert,"Adventure, Comedy, Drama",5.9,okay
1963,2005,Cherm,"Crime, Drama, Romance",7.2,good
1964,2005,Cose da pazzi,Comedy,6.5,good
1965,2005,Ek Khiladi Ek Haseena,"Comedy, Crime, Thriller",5.8,okay
1966,2005,Kal: Yesterday and Tomorrow,"Drama, Mystery, Thriller",6.5,good
1968,2005,Il mistero di Lovecraft - Road to L.,Thriller,5.6,okay
1969,2005,Hôrudo appu daun,Comedy,6.6,good
1970,2005,Yawarakai seikatsu,Drama,7.1,good
1971,2005,Umoregi,Drama,6.6,good
1973,2005,Whole New Thing,"Comedy, Drama",6.6,good
1976,2005,Rose,Drama,7.0,good
1979,2005,Eri Eri rema sabakutani,"Drama, Music, Sci-Fi",6.5,good
1980,2005,Geuk jang jeon,Drama,6.9,good
1981,2005,Lü cao di,"Comedy, Drama",6.6,good
1982,2005,Unter dem Eis,Drama,6.8,good
1983,2005,Unmei janai hito,"Comedy, Drama, Romance",7.7,good
1984,2005,15,"Action, Drama",5.7,okay
1985,2005,7 vírgenes,"Crime, Drama",6.3,good
1987,2005,Bølle Bob og Smukke Sally,"Family, Musical",2.6,bad
1991,2005,The Magician,"Crime, Drama",6.7,good
1996,2005,The Beast of Bray Road,Horror,4.1,okay
1998,2005,Bloodline,Drama,3.3,okay
1999,2005,Buy It Now,Drama,5.4,okay
2003,2005,Fair Game,Drama,2.6,bad
2008,2005,Hula Gods,"Comedy, Romance",5.8,okay
2015,2005,Mr. Dungbeetle,Comedy,5.1,okay
2016,2005,Penny Dreadful,"Horror, Thriller",5.9,okay
2017,2005,The Last Hangman,"Biography, Crime, Drama",7.4,good
2022,2005,Song of Songs,Drama,4.6,okay
2023,2005,Tiempo de valientes,"Action, Comedy, Crime",7.6,good
2029,2005,Frankie,Drama,5.9,okay
2031,2005,Hyeol-eui-noo,"Mystery, Thriller",6.7,good
2033,2005,Na Verkhney Maslovke,Drama,7.0,good
2034,2005,Namgeuk-ilgi,"Horror, Mystery, Thriller",6.0,okay
2035,2005,Stories of Lost Souls,"Comedy, Drama, Thriller",5.5,okay
2036,2005,Yeladim Tovim,"Crime, Drama, Romance",5.6,okay
2038,2005,Southbounders,Drama,6.4,good
2042,2005,La mujer de mi hermano,Drama,6.1,good
2045,2005,Bharathchandran I.P.S,"Action, Thriller",5.6,okay
2047,2005,Naran,"Action, Thriller",7.1,good
2048,2005,Nerariyan CBI,"Mystery, Thriller",5.8,okay
2049,2005,Be with Me,"Drama, Romance",7.0,good
2051,2005,Confessions of a Pit Fighter,"Action, Drama",4.2,okay
2055,2005,Le filmeur,Drama,6.9,good
2058,2005,Harder They Fall,"Action, Drama, Sport",3.2,okay
2061,2005,Le cactus,Comedy,5.4,okay
2067,2005,Man Push Cart,Drama,7.0,good
2072,2005,Bednye rodstvenniki,"Comedy, Drama",6.2,good
2073,2005,Daenseo-ui sunjeong,"Comedy, Drama, Music",6.9,good
2074,2005,Gan-keun gajok,"Comedy, Drama",5.9,okay
2075,2005,Kosmos kak predchuvstvie,Drama,6.8,good
2076,2005,Taepungtaeyang,Drama,5.8,okay
2077,2005,Yeonae-sulsa,"Comedy, Romance",6.2,good
2078,2005,Yeonae-ui mokjeok,"Comedy, Romance",6.4,good
2080,2005,Bunker paradise,Drama,5.8,okay
2094,2005,Amatemi,Drama,5.9,okay
2096,2005,Dark Places,"Drama, Horror",3.3,okay
2098,2005,Hallowed,Horror,2.9,bad
2099,2005,Hoshi ni natta shônen,"Drama, Family",6.7,good
2103,2005,Omiros,"Crime, Drama, Thriller",6.1,good
2105,2005,Taga tameni,"Crime, Drama, Romance",7.0,good
2106,2005,Time of Her Life,"Drama, Fantasy",3.1,okay
2107,2005,"What's Up, Scarlet?","Comedy, Drama, Romance",5.9,okay
2113,2005,Gimî hebun,Thriller,5.7,okay
2114,2005,Grenzverkehr,"Comedy, Drama",6.4,good
2117,2005,Pyl,"Comedy, Drama, Sci-Fi",7.2,good
2120,2005,Weltverbesserungsmaßnahmen,Comedy,5.8,okay
2123,2005,Vremya sobirat kamni,War,6.6,good
2125,2005,Fekete kefe,Comedy,6.0,okay
2126,2005,Hinokio,"Drama, Sci-Fi",6.5,good
2127,2005,L'orizzonte degli eventi,Drama,5.9,okay
2128,2005,Sex hopp & kärlek,Drama,5.0,okay
2131,2005,Gekijôban XXXHolic Manatsu no yoru no yume,"Animation, Comedy, Drama",7.1,good
2132,2005,Zakochany aniol,"Comedy, Romance",5.7,okay
2140,2005,Almost Normal,"Comedy, Drama, Romance",5.4,okay
2141,2005,Arindhum Ariyamalum,"Comedy, Crime, Drama",7.2,good
2149,2005,The Perfect Stranger,Drama,6.7,good
2153,2005,Hill 16,"Comedy, Thriller",4.9,okay
2154,2005,Kôshônin: Mashita Masayoshi,Action,6.1,good
2156,2005,Zhai bian,"Drama, Horror",5.2,okay
2157,2005,Khoht phetchakhaat,"Action, Adventure, Drama",4.4,okay
2158,2005,Shiryôha,Horror,4.4,okay
2159,2005,Bathhouse,Drama,5.1,okay
2160,2005,Buitenspel,"Drama, Fantasy, Mystery",5.8,okay
2163,2005,Bowser Makes a Movie,Comedy,3.8,okay
2166,2005,Crippled Creek,Horror,2.6,bad
2167,2005,Experiment,Thriller,5.3,okay
2169,2005,Hit Me,"Crime, Thriller",4.8,okay
2174,2005,Ride or Die,"Action, Western",1.7,bad
2176,2005,Tsotsi,"Crime, Drama",7.2,good
2178,2005,Aozora no yukue,Drama,6.4,good
2179,2005,Bunhongsin,"Horror, Thriller",5.8,okay
2181,2005,Daiteiden no yoru ni,Drama,6.8,good
2182,2005,Eize Makom Nifla,Drama,7.0,good
2183,2005,Festival,"Comedy, Drama",6.0,okay
2184,2005,Haru no yuki,"Drama, History, Romance",6.7,good
2185,2005,Hasami otoko,"Crime, Thriller",6.6,good
2186,2005,Jeuk sing,Comedy,5.8,okay
2187,2005,Linda Linda Linda,"Comedy, Drama, Music",7.5,good
2188,2005,Kidô senshi Z Gandamu II: Koibito tachi,"Animation, Action, Drama",6.4,good
2190,2005,Noriko no shokutaku,"Drama, Horror",7.1,good
2193,2005,Sima-ye zani dar doordast,Drama,6.0,okay
2194,2005,Mayonaka no Yaji-san Kita-san,"Comedy, Fantasy",6.4,good
2197,2005,Qing dian da sheng,"Action, Comedy, Drama",4.9,okay
2203,2005,Izzat,"Action, Crime, Thriller",6.3,good
2208,2005,Dreaming Lhasa,"Adventure, Drama, Mystery",6.5,good
2211,2005,Pavee Lackeen: The Traveller Girl,Drama,6.2,good
2212,2005,A Perfect Day,Drama,6.0,okay
2213,2005,Spiele Leben,"Drama, Thriller",6.3,good
2214,2005,Buss till Italien,"Adventure, Drama",4.7,okay
2216,2005,Loukoumades me meli,Comedy,4.5,okay
2217,2005,Troppo belli,Comedy,2.9,bad
2225,2005,Ya ana ya khalty,Comedy,5.1,okay
2226,2005,Jom kha mung wej,"Crime, Fantasy, Horror",5.5,okay
2228,2005,Angli: The Movie,"Action, Crime, Thriller",3.6,okay
2229,2005,Chung buk ji,"Fantasy, Musical, Romance",4.9,okay
2234,2005,Saigo no bansan,"Drama, Horror, Mystery",5.8,okay
2235,2005,Onaji tsuki wo miteiru,Drama,5.5,okay
2238,2005,Xin ji chi bu liao re dou fu,Comedy,6.3,good
2240,2005,Yek shab,Drama,5.9,okay
2242,2005,Zhixi,Thriller,5.6,okay
2243,2005,Africa United,"Comedy, Sport",6.1,good
2244,2005,Banyo,Crime,3.9,okay
2246,2005,Brudermord,Drama,6.7,good
2248,2005,Sinema bir mucizedir,Drama,5.4,okay
2249,2005,Cheon gun,"Action, Comedy, Sci-Fi",6.0,okay
