,year,title,genre,avg_vote,movie_rating
2250,2005,Comme un frère,"Drama, Romance",5.6,okay
2253,2005,Keller - Teenage Wasteland,Drama,5.4,okay
2255,2005,Krisana,Drama,6.8,good
2257,2005,Neal 'N' Nikki,"Comedy, Musical, Romance",3.2,okay
2258,2005,Organize Isler,"Comedy, Drama",7.4,good
2259,2005,Un couple parfait,Drama,6.7,good
2260,2005,Ungu Violet,Drama,6.3,good
2261,2005,Yek teke nan,Drama,7.0,good
2262,2005,Yeogo goedam 4: Moksori,Horror,6.4,good
2268,2005,Love + Hate,Drama,6.9,good
2270,2005,Dva igraca s klupe,Comedy,7.2,good
2272,2005,Kamen Raidâ: The First,"Action, Drama, Horror",6.3,good
2273,2005,Lopovi prve klase,Comedy,5.7,okay
2274,2005,Lung gam wai yi dzi wang mo leung leung,"Action, Comedy, Drama",5.2,okay
2275,2005,Mama Jack,Comedy,4.4,okay
2276,2005,Shinku,"Drama, Thriller",6.7,good
2277,2005,Sto je Iva snimila 21. listopada 2003.,Drama,6.9,good
2278,2005,Sto je muskarac bez brkova?,"Comedy, Drama, Romance",6.9,good
2279,2005,Les états nordiques,Drama,6.6,good
2280,2005,American Visa,"Crime, Drama, Romance",6.1,good
2281,2005,Athadu,"Action, Thriller",8.3,good
2284,2005,Nana,"Drama, Music, Romance",7.1,good
2286,2005,Septyni nematomi zmones,Drama,6.8,good
2288,2005,Tyttö sinä olet tähti,"Drama, Music, Romance",6.5,good
2290,2005,Gisela,Drama,6.1,good
2291,2005,Jazireh ahani,Drama,7.2,good
2299,2005,11:59,"Mystery, Sci-Fi, Thriller",5.7,okay
2302,2005,Infection,Horror,4.2,okay
2303,2005,To oneiro tou skylou,Fantasy,6.2,good
2304,2005,Piano 17,"Action, Comedy, Crime",6.5,good
2306,2005,Espelho Mágico,"Drama, Music",6.8,good
2307,2005,Fyra veckor i juni,Drama,5.4,okay
2308,2005,Koti-ikävä,Drama,6.0,okay
2309,2005,Scrap Heaven,Drama,6.9,good
2310,2005,The Torturer,Horror,3.9,okay
2313,2005,Elsk meg i morgen,"Comedy, Drama, Romance",6.2,good
2314,2005,O Fatalista,Drama,5.4,okay
2315,2005,Johanna,"Drama, Musical",5.6,okay
2316,2005,Kukumi,Drama,6.7,good
2317,2005,Persona non grata,Drama,6.6,good
2318,2005,"Snivaj, zlato moje","Comedy, Drama",6.3,good
2321,2005,Happy End.,"Drama, Horror, Mystery",5.9,okay
2322,2005,Hell to Pay,Western,4.6,okay
2327,2005,Dead Men Walking,"Action, Horror, Sci-Fi",4.1,okay
2330,2005,Shapeshifter,Horror,2.6,bad
2332,2005,Ark,"Animation, Action, Drama",6.1,good
2340,2005,...Yahaan,"Drama, Romance, War",7.4,good
2341,2005,Anukokunda Oka Roju,"Mystery, Thriller",8.0,good
2343,2005,Saints-Martyrs-des-Damnés,"Drama, Horror, Mystery",6.2,good
2347,2005,Veninder,Comedy,3.2,okay
2349,2005,Angel-A,"Comedy, Drama, Fantasy",7.1,good
2356,2005,En la cama,Drama,6.2,good
2357,2005,I giorni dell'abbandono,Drama,5.9,okay
2359,2005,The Maid,"Drama, Horror, Mystery",5.9,okay
2361,2005,La seconda notte di nozze,"Comedy, Drama",6.7,good
2362,2005,Tomie: Beginning,Horror,4.9,okay
2363,2005,Tomie: Revenge,Horror,4.2,okay
2364,2005,Yam yasothon,"Comedy, Romance",6.8,good
2365,2005,13 Tzameti,"Crime, Drama, Horror",7.4,good
2370,2005,Chang hen ge,"Drama, Romance",5.5,okay
2371,2005,Fetching Cody,"Drama, Fantasy, Romance",6.7,good
2376,2005,Night of the Day of the Dawn of the Son of the Brid,"Comedy, Horror",4.2,okay
2380,2005,Baksu-chiltae deonara,"Comedy, Drama, Mystery",6.3,good
2381,2005,Chello hongmijoo ilga salinsagan,"Horror, Mystery",6.0,okay
2382,2005,Qian bei bu zui,"Comedy, Romance",5.9,okay
2383,2005,Desde que amanece apetece,Comedy,4.0,okay
2384,2005,Yu-wol-ui il-gi,"Crime, Thriller",6.4,good
2385,2005,Gabal,"Drama, Horror",5.5,okay
2386,2005,Hyeongsa,"Action, Comedy, Mystery",5.9,okay
2387,2005,Shikhar,Drama,4.9,okay
2388,2005,June R,"Drama, Family",5.0,okay
2389,2005,Kono mune ippai no ai wo,Romance,6.3,good
2390,2005,Vaah! Life Ho Toh Aisi!,"Comedy, Drama, Family",4.4,okay
2392,2005,Saedeu mubi,"Comedy, Drama, Romance",7.3,good
2393,2005,Shinobi,"Action, Drama, Fantasy",6.9,good
2394,2005,Super,"Action, Comedy",5.0,okay
2395,2005,Tae-poong,Action,5.8,okay
2396,2005,Thirupaachi,"Action, Drama",5.8,okay
2397,2005,Tokyo Tower,"Drama, Romance",6.2,good
2398,2005,Welkkeom tu Dongmakgol,"Comedy, Drama, War",7.7,good
2401,2005,Inu no eiga,Family,6.9,good
2406,2005,Odgrobadogroba,"Comedy, Drama",6.9,good
2408,2005,Aupa Etxebeste!,Comedy,6.2,good
2412,2005,Bluffmaster!,"Comedy, Crime, Drama",6.6,good
2414,2005,Meet Me in Miami,"Comedy, Family, Romance",6.9,good
2420,2005,Babam ve Oglum,"Drama, Family",8.3,good
2421,2005,Czas surferów,"Comedy, Crime",6.0,okay
2422,2005,Maja,"Action, Comedy, Romance",5.2,okay
2424,2005,Ramji Londonwaley,"Comedy, Drama, Family",6.7,good
2426,2005,Skazany na bluesa,"Biography, Drama, Music",7.0,good
2434,2005,Urlaub vom Leben,Drama,7.1,good
2436,2005,Diário de Um Novo Mundo,Drama,6.2,good
2438,2005,Aashiq Banaya Aapne: Love Takes Over,"Drama, Romance, Thriller",4.2,okay
2439,2005,Allari Bullodu,Romance,2.9,bad
2450,2005,À travers la forêt,"Drama, Fantasy",6.6,good
2451,2005,The Cabin Movie,"Comedy, Drama",4.7,okay
2452,2005,Fu-Rai,"Horror, Thriller",5.1,okay
2453,2005,El-sefara fi El-Omara,"Comedy, Drama",6.3,good
2456,2005,Café Transit,"Drama, Romance",7.3,good
2457,2005,Dame sobh,Drama,7.0,good
2459,2005,Hong yan,Drama,6.9,good
2461,2005,Sehar,"Action, Crime, Drama",7.8,good
2462,2005,Sommer vorm Balkon,Drama,6.9,good
2463,2005,Sud express,Drama,6.8,good
2464,2005,Tung mung kei yun,"Comedy, Drama, Sci-Fi",6.7,good
2465,2005,Viva Cuba,"Comedy, Drama",6.9,good
2467,2005,Kinetta,Drama,4.8,okay
2468,2005,Masahista,Drama,6.0,okay
2469,2005,Saat po long,"Action, Crime, Thriller",7.0,good
2470,2005,Sa-kwa,Drama,6.4,good
2471,2005,Takeshis',"Comedy, Drama, Fantasy",6.4,good
2476,2005,Jestem,Drama,7.3,good
2477,2005,King of the Lost World,"Action, Adventure, Fantasy",2.4,bad
2479,2005,A New Day in Old Sana'a,"Drama, Romance",6.2,good
2483,2005,Sex o phalsapheh,"Drama, Romance",5.3,okay
2484,2005,Shades of Gray,Comedy,6.0,okay
2486,2005,Snakewoman,Horror,3.2,okay
2490,2005,Hidden,Thriller,4.1,okay
2491,2005,Crime Delicado,Drama,6.1,good
2496,2005,Maroa,"Music, Romance",6.5,good
2497,2005,Itsuka dokusho suruhi,"Drama, Romance",6.9,good
2505,2005,Tse bing,"Action, Crime",5.3,okay
2507,2005,Bad Reputation,"Drama, Horror, Thriller",4.2,okay
2509,2005,The Call of Cthulhu,"Fantasy, Horror, Mystery",7.2,good
2511,2005,Karov La Bayit,Drama,6.9,good
2513,2005,The Goal,"Biography, Drama, Family",4.7,okay
2516,2005,Rastegari dar 8:20,"Crime, Drama",4.9,okay
2518,2005,El taxista ful,Drama,6.8,good
2521,2005,Masz na imie Justine,Thriller,6.4,good
2522,2005,"Pare osób, maly czas","Biography, Drama, Romance",6.7,good
2523,2005,Rozdroze Cafe,"Crime, Drama",6.3,good
2525,2005,Potera za Srec(k)om,Comedy,5.8,okay
2527,2005,Ang pagdadalaga ni Maximo Oliveros,Drama,7.1,good
2529,2005,"Annyeong, hyeonga",Drama,6.8,good
2531,2005,Gamunui wigi: Gamunui yeonggwang 2,"Action, Comedy, Crime",5.9,okay
2532,2005,Mapado,Comedy,6.0,okay
2533,2005,Mi-seu-teo joo-boo-kwi-jeu-wang,Comedy,6.1,good
2534,2005,Naesaengae gajang areumdawun iljuil,Drama,6.8,good
2537,2005,Neoneun nae unmyeong,"Drama, Romance",7.0,good
2541,2005,Cutting Room!,Horror,4.3,okay
2542,2005,Dunia,"Drama, Romance",5.9,okay
2552,2005,Komornik,Drama,7.0,good
2555,2005,Open Cam,"Comedy, Drama, Mystery",4.6,okay
2556,2005,Parnikovyy effekt,Drama,6.5,good
2558,2005,La Sagrada Familia,Drama,6.3,good
2561,2005,Mein Name ist Eugen,"Adventure, Comedy, Family",6.9,good
2565,2005,Geochilmaru,Action,5.7,okay
2566,2005,Kochankowie z Marony,"Drama, Romance",5.7,okay
2567,2005,Gaseirneba Karabaghshi,"Action, Adventure, Drama",7.9,good
2568,2005,Oda do radosci,Drama,6.6,good
2570,2005,Die Zombiejäger,Horror,2.5,bad
2573,2005,Natale a Miami,Comedy,3.9,okay
2574,2005,Mai + come prima,Drama,6.1,good
2575,2005,Shoshelet Schwartz,Comedy,7.0,good
2594,2005,The Retreat,Horror,2.8,bad
2595,2005,Sarangni,"Drama, Romance",5.5,okay
2598,2005,Yamim Shel Ahava,"Drama, Music",2.7,bad
2608,2005,Doll Graveyard,"Comedy, Fantasy, Horror",4.1,okay
2610,2005,For Catherine,Comedy,3.3,okay
2625,2005,Rajamanikyam,"Action, Comedy",7.7,good
2626,2005,Thanmathra,Drama,8.3,good
2627,2005,The Tiger,"Action, Thriller",6.6,good
2630,2005,Il vento fa il suo giro,Drama,7.4,good
2631,2005,Padre Nuestro,"Comedy, Drama",6.3,good
2634,2005,"Kheili dour, kheili nazdik",Drama,7.5,good
2639,2005,Pheuan sanit,"Drama, Romance",7.9,good
2642,2005,Gwai muk,Horror,5.7,okay
2643,2005,Tsoi suet yuk chi ngo oi nei,"Drama, Romance",5.9,okay
2645,2005,Sree,Action,5.4,okay
2646,2005,Türev,"Drama, Family, Romance",6.5,good
2650,2005,L'iceberg,Comedy,6.7,good
2653,2005,Döngel kârhanesi,Comedy,5.6,okay
2654,2005,I horodia tou Haritona,"Comedy, Music",6.7,good
2660,2005,"Percy, Buffalo Bill och jag","Adventure, Family, Romance",5.5,okay
2662,2005,The GoodTimesKid,"Action, Comedy",6.5,good
2664,2005,Zan-e ziadi,Drama,5.4,okay
2666,2005,Masterclass,Drama,7.0,good
2669,2005,Gekijô-ban hagane no renkinjutsushi: Shanbara wo yu,"Animation, Action, Adventu",7.4,good
2675,2005,"Main, Meri Patni... Aur Woh!","Comedy, Drama, Romance",7.3,good
2678,2005,Yasuwa minyeo,"Comedy, Romance",6.6,good
2679,2005,Apocalipsur,Drama,6.9,good
2680,2005,El colombian dream,"Comedy, Drama",6.8,good
2697,2005,A Life in Suitcases,Drama,6.1,good
2706,2005,Lie Still,Horror,4.3,okay
2709,2005,Molly's Way,Drama,6.3,good
2713,2005,Maskeli Besler: Intikam Pesinde,"Comedy, Crime",4.2,okay
2714,2005,Sen ne dilersen,Drama,6.4,good
2717,2005,The Vampire Conspiracy,Horror,3.0,okay
2718,2005,Shaere zobale-ha,"Drama, Romance",5.6,okay
2719,2005,Anandabhadram,"Drama, Fantasy, Horror",7.1,good
2721,2005,"Egy szoknya, egy nadrág",Comedy,3.2,okay
2732,2005,O Crime do Padre Amaro,"Action, Drama",5.3,okay
2733,2005,Day X,"Horror, Sci-Fi",3.5,okay
2734,2005,Dreamer,Fantasy,7.1,good
2735,2005,"Qiuqiu ni, biaoyang wo",Comedy,6.5,good
2737,2005,"Sonyeon, Cheonguk-e gada",Romance,6.5,good
2740,2005,Zu zhou,Horror,5.0,okay
2745,2005,Orora gongju,"Crime, Drama, Mystery",6.6,good
2746,2005,Parang-juuibo,"Drama, Romance",7.2,good
2747,2005,Ein ganz gewöhnlicher Jude,Drama,7.0,good
2748,2005,Gerumaniumu no yoru,Drama,6.4,good
2749,2005,Umezu Kazuo: Kyôfu gekijô - Mushi-tachi no ie,Horror,5.4,okay
2750,2005,Umezu Kazuo: Kyôfu gekijô - Purezento,Horror,4.9,okay
2751,2005,Rap nawng sayawng khwan,Horror,5.3,okay
2752,2005,Seua khaap daap,"Action, Comedy, Fantasy",4.5,okay
2761,2005,Gwangshiki dongsaeng gwangtae,"Comedy, Romance",6.7,good
2762,2005,Miseuteo Sokeurateseu,"Action, Crime",6.3,good
2763,2005,Muyeong geom,"Action, Adventure, History",6.5,good
2765,2005,Garpastum,Drama,6.5,good
2766,2005,Hanuman,Animation,7.3,good
2767,2005,Koi Aap Sa: But Lovers Have to Be Friends,"Comedy, Drama, Romance",5.4,okay
2768,2005,Stockholm Boogie,"Comedy, Drama",6.3,good
2769,2005,Always san-chôme no yûhi,"Drama, Family",7.7,good
2774,2005,Circadian Rhythm,"Action, Crime, Drama",1.9,bad
2776,2005,Dangerous Men,"Action, Adventure, Crime",4.4,okay
2778,2005,Hak bak jin cheung,"Crime, Drama",6.5,good
2783,2005,Strange Aeons: The Thing on the Doorstep,"Horror, Thriller",4.9,okay
2786,2005,Jeuk sing 2 gi ji mor tin hau,Comedy,5.5,okay
2788,2005,Tatchi,"Drama, Romance, Sport",6.2,good
2793,2005,Pitbullterje,Comedy,5.7,okay
2798,2005,Umezu Kazuo: Kyôfu gekijô - Zesshoku,Horror,5.0,okay
2802,2005,Ching yi ngor sum gi,"Comedy, Drama",6.1,good
2803,2005,Shissô,Drama,7.0,good
2805,2005,Yôgisha: Muroi Shinji,"Comedy, Crime, Mystery",4.7,okay
2809,2005,Hayat,Drama,7.1,good
2816,2005,Haze,"Horror, Mystery",6.6,good
2821,2005,In Memorium,Horror,4.7,okay
2826,2005,Om Sara,Drama,6.0,okay
2827,2005,Piteopaeneui gongshik,Drama,6.6,good
2833,2005,Aein,"Drama, Romance",5.9,okay
2835,2005,Jakeob-ui jeongseok,"Comedy, Romance",6.0,okay
2836,2005,Naui gyeolhon wonjeonggi,"Comedy, Drama",6.5,good
2839,2005,Kimyô na sâkasu,"Drama, Horror, Mystery",7.0,good
2840,2005,Wang-ui namja,"Drama, History",7.4,good
2843,2005,A Concepção,Drama,5.5,okay
2845,2005,Eu Me Lembro,Drama,6.1,good
2846,2005,Andel páne,"Comedy, Family, Fantasy",6.9,good
2847,2005,Ti amo in tutte le lingue del mondo,Comedy,5.8,okay
2848,2005,Andrea,"Horror, Thriller",4.4,okay
2851,2005,Sinus,"Comedy, Drama",5.3,okay
2857,2005,Liebeskind,Drama,5.7,okay
2859,2005,Pettson & Findus - Tomtemaskinen,"Animation, Comedy, Family",6.3,good
2864,2005,Purei,Horror,5.2,okay
2876,2005,Hababam Sinifi Üç Buçuk,"Comedy, Thriller",2.8,bad
2877,2005,Agrypnia,Drama,6.3,good
2880,2005,Ichi ritoru no namida,Drama,7.9,good
2883,2005,The Zero Years,"Drama, Sci-Fi",6.4,good
2898,2005,Rainbow boy... Rung tua thii paet khawng khwaam rak,"Comedy, Drama, Romance",5.5,okay
2902,2005,Sum muepuen,"Action, Crime, Drama",5.2,okay
2903,2005,Yuki ni negau koto,Drama,6.8,good
2912,2005,Mun mot mun,Drama,6.1,good
2913,2005,Xuxinha e Guto Contra os Monstros do Espaço,"Animation, Family, Sci-Fi",1.6,bad
2921,2005,Bosta,"Musical, War",6.5,good
2924,2005,Guerilla Marketing,Drama,7.1,good
2930,2005,Sandai Kozhi,Action,6.9,good
2933,2005,4:30,Drama,6.6,good
2936,2005,"Mi abuelo, mi papá y yo","Comedy, Drama, Romance",6.1,good
2949,2005,Ido,"Drama, Horror, Mystery",4.6,okay
2956,2005,Arashi no yoru ni,"Animation, Adventure, Dram",7.0,good
2960,2005,Samâ taimu mashin burûsu,"Comedy, Sci-Fi",7.2,good
2964,2005,Gol-e yakh,"Drama, Romance",4.0,okay
2968,2005,Kalyug,"Action, Crime, Drama",6.5,good
2977,2005,Yongseobadji mothan ja,Drama,6.8,good
2978,2005,Barrio Cuba,Drama,6.2,good
2994,2005,Long khong,"Fantasy, Horror, Mystery",5.9,okay
2995,2005,Ninas resa,Drama,6.7,good
2996,2005,Loufa kai parallagi: Seirines sto Aigaio,Comedy,5.5,okay
2998,2005,Yamim Kfuim,"Drama, Mystery, Thriller",6.9,good
3002,2005,Mexican Werewolf in Texas,Horror,2.9,bad
3014,2005,Wo men lia,Drama,7.3,good
3018,2005,Nuit noire,"Drama, Mystery, Sci-Fi",6.6,good
3033,2005,Bûsu,"Horror, Thriller",6.6,good
3043,2005,Harim Karim,"Comedy, Romance",4.3,okay
3045,2005,Posledniy uik-end,Thriller,6.4,good
3053,2005,Tainos,"Action, Adventure, Drama",5.4,okay
3057,2005,Ren yu duo duo,"Drama, Fantasy, Romance",5.8,okay
3060,2005,Thavamai Thavamiruntu,Drama,7.8,good
3083,2005,?,"Adventure, Comedy, Drama",5.3,okay
3089,2005,Innocent,"Drama, Romance",5.6,okay
3092,2005,Ne khlebom edinym,Drama,6.6,good
3094,2005,Ssunday Seoul,Comedy,5.7,okay
3105,2005,Amnesia: The James Brighton Enigma,Drama,6.2,good
3108,2005,Maxx,"Comedy, Musical",6.1,good
3124,2005,Su-ki-da,"Drama, Romance",7.0,good
3133,2005,Un día sin sexo,Drama,4.9,okay
3136,2005,Vilniaus getas,"History, War",6.8,good
3145,2005,Hu gu po,Horror,1.4,bad
3155,2005,Gekijô-ban Naruto: Daigekitotsu! Maboroshi no chite,"Animation, Adventure, Come",6.6,good
3156,2005,Zulo,"Drama, Thriller",4.7,okay
3179,2005,Grodmin,Drama,2.1,bad
3185,2005,Hazard,"Crime, Drama",6.9,good
3224,2005,Bhadra,Action,6.7,good
3231,2005,Sangue: La morte non esiste,Drama,6.8,good
3241,2005,Air,"Animation, Adventure, Dram",6.9,good
3258,2005,Kaidan Shin Mimibukuro: Yûrei manshon,Horror,6.2,good
3268,2005,Kanda Naal Mudhal,"Comedy, Romance",7.2,good
3282,2005,Tapete Vermelho,Comedy,7.0,good
3306,2005,To kako,"Action, Comedy, Horror",5.5,okay
3332,2005,Dondurmam Gaymak,Comedy,6.6,good
3347,2005,Resurrection Mary,"Drama, Horror, Mystery",3.4,okay
3358,2005,Ithikon akmaiotaton,"Comedy, Drama, Romance",3.6,okay
3362,2005,Meatball Machine,"Action, Horror, Sci-Fi",5.7,okay
3379,2005,L'educazione sentimentale di Eugénie,"Comedy, Drama",4.2,okay
3393,2005,Saishû heiki kanojo,"Action, Fantasy, Sci-Fi",4.7,okay
3407,2005,Zaky Chan,"Comedy, Romance",6.5,good
3409,2005,Tenshi,"Fantasy, Romance",6.2,good
3416,2005,Koara kachô,"Comedy, Crime, Drama",5.9,okay
3426,2005,Uttarayan,Drama,7.1,good
3433,2005,Dombivli Fast,"Drama, Thriller",8.1,good
3445,2005,Quarta B,"Comedy, Drama",6.1,good
3449,2005,I gynaika einai... skliros anthropos,"Comedy, Drama",4.9,okay
3462,2005,Midioda matarebeli,Comedy,6.3,good
3467,2005,Chatrapathi,"Action, Drama",7.6,good
3472,2005,The Lost Princess,"Comedy, Family, Fantasy",2.2,bad
3493,2005,Tai Hang shan shang,"History, War",5.3,okay
3502,2005,I kardia tou ktinous,"Comedy, Drama",6.3,good
3552,2005,Rama Shama Bhama,Comedy,7.7,good
3573,2005,Gekijouban Poketto monsutâ Adobansu jenerêshon: Myu,"Animation, Action, Adventu",6.9,good
3578,2005,Mahiha ashegh mishavand,"Drama, Romance",6.9,good
3590,2005,Sex mashin: Hiwai na kisetsu,Comedy,5.4,okay
3591,2005,Enjo-kôsai monogatari: shitagaru onna-tachi,Drama,5.3,okay
3680,2005,Athanokkade,"Action, Drama",6.7,good
3684,2005,"Loranga, Masarin & Dartanjang","Animation, Family",6.7,good
3685,2005,Political Rowdy,Action,5.2,okay
3686,2005,Veerabhadra,Action,2.6,bad
3689,2005,Noroi,"Horror, Mystery, Thriller",7.0,good
3702,2005,Andhrudu,"Action, Drama",6.5,good
3715,2005,Sukran,"Action, Drama",3.2,okay
3720,2005,Allari Pidugu,"Action, Drama, Romance",2.7,bad
3730,2005,Vennela,Romance,7.0,good
3733,2005,Don de Dios,Drama,4.2,okay
3742,2005,Kay Dyache Bola,Comedy,7.1,good
3750,2005,Tsiou...,Comedy,6.9,good
3756,2005,Koi wa go-shichi-go!,Comedy,1.9,bad
3758,2005,Zoo,Horror,6.9,good
3759,2005,One piece: Omatsuri danshaku to himitsu no shima,"Animation, Action, Adventu",7.2,good
3760,2005,Aksharaya,"Crime, Drama, Thriller",5.4,okay
3765,2005,Tan Lines,"Drama, Romance",5.3,okay
3767,2005,Catatan Akhir Sekolah,Comedy,7.3,good
3776,2005,Pak Pak Pakaak,"Adventure, Comedy, Drama",7.3,good
3777,2005,Nochnoy bazar,"Action, Comedy, Fantasy",4.3,okay
3780,2005,Kannô byôtô: nureta akai kuchibiru,"Drama, Horror, Thriller",4.8,okay
3788,2005,Aqvariom,Drama,3.5,okay
3798,2005,Meitantei Conan: Suiheisenjyou no sutorateeji,"Animation, Action, Adventu",7.1,good
3804,2005,Yi shi er niao,"Action, Adventure, Comedy",3.5,okay
3808,2005,Galazio forema,Drama,5.3,okay
3809,2005,Nama-natsu,"Comedy, Drama",5.3,okay
3813,2005,Dejitaru monsuta no X-shinka,"Animation, Action, Sci-Fi",6.7,good
3815,2005,Cheap,"Crime, Drama, Horror",6.7,good
3816,2005,Double Down,"Action, Adventure, Crime",4.6,okay
3817,2005,Danger,Thriller,6.4,good
3819,2005,Meesrti,Action,3.6,okay
3824,2005,Haajar Bachhar Dhorey,"Comedy, Drama, Family",8.0,good
3826,2005,Molla Barir Bou,"Comedy, Drama, Family",6.9,good
3827,2005,El-Haya Montaha El-lazza,"Drama, Romance",4.5,okay
3828,2005,Al Abaa' al Sighar,"Comedy, Family, Musical",5.9,okay
3830,2005,Sharlatan,"Action, Comedy, Fantasy",2.5,bad
3834,2005,Paskutiniai Bremeno muzikantai,Musical,8.0,good
3835,2005,Malesh Ehna Benetbahdel,Comedy,5.7,okay
3838,2005,The Angrez,Comedy,7.3,good
3842,2005,A Film by Aravind,"Horror, Mystery",7.0,good
3846,2005,Laylat Seqout Baghdad,Comedy,5.3,okay
3847,2005,Hot Wheels Acceleracers the Ultimate Race,Animation,7.0,good
3848,2005,Eial Habeba,Family,4.6,okay
3849,2005,Neghab,"Drama, Mystery",6.1,good
